id_cliente,ano_mes,segmento_cliente,renda_mensal,limite_credito,valor_fatura,pagamento_realizado,atraso_dias,tempo_relacionamento_meses,inadimplente_mes_seguinte,cancelou_cartao_3m
60,2024-06,varejo,5438.43,13691.51,3139.51,3139.51,0,23,0,0
61,2024-01,varejo,1788.70,7798.98,1100.31,1026.35,0,13,0,0
61,2024-02,varejo,1766.82,7798.98,1408.65,1039.15,20,14,0,0
61,2024-03,varejo,1774.62,7798.98,429.15,424.77,0,15,0,0
61,2024-04,varejo,1815.99,7798.98,625.15,625.15,0,16,0,0
61,2024-05,varejo,1774.98,7798.98,1829.67,1824.28,0,17,0,0
61,2024-06,varejo,1717.55,7798.98,758.17,524.90,12,18,0,0
62,2024-01,varejo,8374.07,50119.68,5391.02,3178.47,8,51,1,1
62,2024-02,varejo,8468.97,50119.68,1998.28,1998.28,0,52,0,1
62,2024-03,varejo,8275.76,50119.68,6015.01,6015.01,0,53,0,0
62,2024-04,varejo,8479.31,50119.68,5333.96,5333.96,0,54,0,0
62,2024-05,varejo,7813.89,50119.68,3314.35,3179.25,0,55,0,0
62,2024-06,varejo,8548.07,50119.68,3565.49,3379.15,0,56,0,0
63,2024-01,varejo,4675.74,23099.77,2657.30,1468.83,26,38,1,1
63,2024-02,varejo,4710.01,23099.77,4248.15,2715.37,20,39,0,1
63,2024-03,varejo,4916.60,23099.77,4025.24,4025.24,0,40,0,0
63,2024-04,varejo,4919.33,23099.77,2231.89,2087.21,0,41,0,0
63,2024-05,varejo,4801.25,23099.77,4815.48,4517.26,0,42,0,0
63,2024-06,varejo,4670.07,23099.77,1197.37,1174.11,0,43,0,0
64,2024-01,premium,6364.52,26757.89,6812.41,6549.08,0,13,0,0
64,2024-02,premium,6058.85,26757.89,6394.37,6369.78,0,14,0,0
64,2024-03,premium,6105.72,26757.89,1607.36,1542.50,0,15,0,0
64,2024-04,premium,6201.85,26757.89,3749.68,3700.49,0,16,0,0
64,2024-05,premium,6118.75,26757.89,6011.27,5758.45,0,17,0,0
64,2024-06,premium,5930.21,26757.89,4506.59,4506.59,0,18,0,0
65,2024-01,varejo,2888.69,10732.12,1656.99,1610.81,0,40,0,0
65,2024-02,varejo,2991.36,10732.12,2126.48,1973.02,0,41,0,0
65,2024-03,varejo,2911.37,10732.12,1214.10,1164.17,0,42,0,0
65,2024-04,varejo,3135.76,10732.12,3284.32,2640.78,7,43,0,0
65,2024-05,varejo,2906.83,10732.12,2447.89,1482.67,22,44,0,0
65,2024-06,varejo,3118.74,10732.12,2910.24,2910.24,0,45,0,0
66,2024-01,varejo,6073.35,34015.33,1980.00,1575.04,8,26,0,1
66,2024-02,varejo,5967.50,34015.33,6489.44,6446.47,0,27,0,0
66,2024-03,varejo,5990.01,34015.33,3458.03,3339.37,0,28,0,0
66,2024-04,varejo,6145.67,34015.33,5043.02,5043.02,0,29,0,0
66,2024-05,varejo,5700.88,34015.33,2720.03,2720.03,0,30,0,0
66,2024-06,varejo,6165.09,34015.33,3731.66,2577.63,15,31,0,0
67,2024-01,varejo,6863.40,27214.13,4695.54,4507.81,0,6,0,0
67,2024-02,varejo,6711.80,27214.13,1608.34,1118.43,16,7,0,0
67,2024-03,varejo,6997.81,27214.13,7307.94,6818.64,0,8,0,0
67,2024-04,varejo,6641.04,27214.13,4223.13,4223.13,0,9,0,0
67,2024-05,varejo,6698.96,27214.13,3689.29,2193.02,18,10,1,0
67,2024-06,varejo,7027.65,27214.13,1439.59,798.12,22,11,1,0
68,2024-01,varejo,4275.18,11403.27,2856.88,2856.88,0,28,0,0
68,2024-02,varejo,4387.85,11403.27,4231.23,4231.23,0,29,0,0
68,2024-03,varejo,4367.29,11403.27,1034.40,973.89,0,30,0,0
68,2024-04,varejo,4291.67,11403.27,3196.32,3167.01,0,31,0,0
68,2024-05,varejo,4590.51,11403.27,3542.23,3542.23,0,32,0,0
68,2024-06,varejo,4571.52,11403.27,4238.62,4041.58,0,33,0,0
69,2024-01,varejo,4418.65,15567.74,4472.99,3450.78,5,13,0,0
69,2024-02,varejo,4530.72,15567.74,1401.28,1401.28,0,14,0,1
69,2024-03,varejo,4195.06,15567.74,2954.11,1686.93,27,15,1,1
69,2024-04,varejo,4483.24,15567.74,1948.87,1500.68,10,16,0,1
69,2024-05,varejo,4565.55,15567.74,1723.59,1698.38,0,17,0,0
69,2024-06,varejo,4882.91,15567.74,4279.22,3500.70,16,18,0,0
70,2024-01,varejo,4606.41,10388.07,2693.49,2633.85,0,16,0,0
70,2024-02,varejo,4583.27,10388.07,3520.56,3451.41,0,17,0,0
70,2024-03,varejo,4851.09,10388.07,4622.79,3964.94,6,18,0,0
70,2024-04,varejo,4517.47,10388.07,2617.90,2461.21,0,19,0,0
70,2024-05,varejo,4850.51,10388.07,1943.73,1915.05,0,20,0,0
70,2024-06,varejo,4255.09,10388.07,4508.36,4338.96,0,21,0,0
71,2024-01,varejo,2656.77,7294.09,2108.03,1997.09,0,53,0,0
71,2024-02,varejo,2534.44,7294.09,828.76,422.48,26,54,1,0
71,2024-03,varejo,2477.98,7294.09,2631.92,2553.91,0,55,0,0
71,2024-04,varejo,2582.01,7294.09,2193.43,2134.87,0,56,0,0
71,2024-05,varejo,2473.31,7294.09,869.91,869.91,0,57,0,0
71,2024-06,varejo,2605.15,7294.09,871.97,869.66,0,58,0,0
72,2024-01,varejo,3773.86,7693.72,3939.75,3887.68,0,43,0,0
72,2024-02,varejo,3893.10,7693.72,1392.07,1360.46,0,44,0,0
72,2024-03,varejo,3784.07,7693.72,2662.53,2662.53,0,45,0,0
72,2024-04,varejo,3853.85,7693.72,913.90,865.78,0,46,0,0
72,2024-05,varejo,3848.97,7693.72,1233.96,1216.21,0,47,0,0
72,2024-06,varejo,3568.98,7693.72,1357.71,1293.43,0,48,0,0
73,2024-01,premium,3898.81,14132.55,952.83,550.99,23,10,1,0
73,2024-02,premium,3676.90,14132.55,2215.48,2215.48,0,11,0,0
73,2024-03,premium,3614.03,14132.55,1734.73,1652.99,0,12,0,0
73,2024-04,premium,3632.54,14132.55,1936.33,1878.28,0,13,0,0
73,2024-05,premium,3744.06,14132.55,2813.67,2804.81,0,14,0,0
73,2024-06,premium,3831.58,14132.55,2147.34,1698.97,9,15,0,0
74,2024-01,varejo,4885.28,21988.36,1433.16,1433.16,0,51,0,1
74,2024-02,varejo,4795.32,21988.36,3085.49,3045.50,0,52,0,0
74,2024-03,varejo,4614.00,21988.36,1733.03,1733.03,0,53,0,0
74,2024-04,varejo,4896.32,21988.36,2228.68,2157.32,0,54,0,0
74,2024-05,varejo,4693.56,21988.36,1269.00,1269.00,0,55,0,0
74,2024-06,varejo,5027.21,21988.36,4991.81,4892.81,0,56,0,0
75,2024-01,varejo,6431.24,22243.71,2993.42,2933.28,0,35,0,0
75,2024-02,varejo,6795.99,22243.71,7138.65,6912.40,0,36,0,1
75,2024-03,varejo,6608.72,22243.71,6959.30,6377.69,0,37,0,1
75,2024-04,varejo,6770.55,22243.71,3753.88,3683.20,0,38,0,1
75,2024-05,varejo,6676.49,22243.71,1440.62,1187.62,13,39,0,0
75,2024-06,varejo,6401.26,22243.71,3578.21,3561.31,0,40,0,0
76,2024-01,varejo,2338.28,8674.21,1366.52,1333.63,0,52,0,1
76,2024-02,varejo,2358.73,8674.21,1236.02,1211.70,0,53,0,1
76,2024-03,varejo,2412.36,8674.21,1072.91,478.72,29,54,1,0
76,2024-04,varejo,2332.95,8674.21,582.57,554.55,0,55,0,0
76,2024-05,varejo,2356.99,8674.21,1698.54,1688.46,0,56,0,0
76,2024-06,varejo,2343.27,8674.21,1387.96,1360.30,0,57,0,0
77,2024-01,varejo,3610.63,21932.71,1235.66,1229.30,0,45,0,0
77,2024-02,varejo,3687.28,21932.71,2374.09,2192.04,0,46,0,0
77,2024-03,varejo,3633.69,21932.71,3608.69,3209.03,13,47,0,1
77,2024-04,varejo,3914.73,21932.71,3910.64,3706.05,0,48,0,1
77,2024-05,varejo,3783.45,21932.71,1955.46,1498.29,11,49,0,1
77,2024-06,varejo,3821.91,21932.71,3877.44,1919.88,28,50,1,0
78,2024-01,varejo,8090.78,42015.11,3934.13,3934.13,0,22,0,1
78,2024-02,varejo,8251.56,42015.11,5495.07,5495.07,0,23,0,0
78,2024-03,varejo,7892.17,42015.11,5731.34,5563.11,0,24,0,0
78,2024-04,varejo,8608.29,42015.11,2253.76,2158.90,0,25,0,0
78,2024-05,varejo,8343.13,42015.11,2638.68,2567.66,0,26,0,0
78,2024-06,varejo,8655.27,42015.11,7471.49,4105.94,20,27,1,0
79,2024-01,varejo,2798.29,11482.67,1579.43,1501.18,0,33,0,1
79,2024-02,varejo,2749.30,11482.67,1266.21,1263.31,0,34,0,0
79,2024-03,varejo,2703.28,11482.67,1307.64,1242.46,0,35,0,0
79,2024-04,varejo,2833.13,11482.67,1628.59,1298.17,8,36,0,0
79,2024-05,varejo,2958.83,11482.67,2120.87,2026.94,0,37,0,0
79,2024-06,varejo,2839.75,11482.67,2230.17,1073.61,29,38,1,0
80,2024-01,premium,2569.39,8321.21,2032.41,2007.21,0,33,0,0
80,2024-02,premium,2706.88,8321.21,2160.10,1306.22,29,34,0,0
80,2024-03,premium,2682.45,8321.21,764.43,756.36,0,35,0,0
80,2024-04,premium,2741.62,8321.21,686.35,686.35,0,36,0,0
80,2024-05,premium,2691.73,8321.21,594.17,374.00,29,37,0,0
80,2024-06,premium,2497.61,8321.21,1989.87,1967.48,0,38,0,0
81,2024-01,varejo,4690.63,24731.22,1026.42,986.67,0,44,0,1
81,2024-02,varejo,4435.85,24731.22,2986.17,1971.91,22,45,0,0
81,2024-03,varejo,4628.60,24731.22,3037.08,2828.84,0,46,0,0
81,2024-04,varejo,4315.77,24731.22,3661.71,3661.71,0,47,0,0
81,2024-05,varejo,4384.35,24731.22,2172.50,1266.96,18,48,1,0
81,2024-06,varejo,4492.90,24731.22,3133.06,3133.06,0,49,0,0
82,2024-01,varejo,6053.85,17939.92,2677.04,2568.52,0,17,0,0
82,2024-02,varejo,6119.31,17939.92,2433.62,2335.70,0,18,0,0
82,2024-03,varejo,5993.35,17939.92,2761.69,1997.76,7,19,0,1
82,2024-04,varejo,5807.93,17939.92,4491.68,4304.10,0,20,0,1
82,2024-05,varejo,6205.55,17939.92,1287.95,1256.78,0,21,0,1
82,2024-06,varejo,5922.71,17939.92,6454.14,6416.77,0,22,0,0
83,2024-01,premium,3976.28,13281.14,4258.94,2160.91,30,21,1,0
83,2024-02,premium,4024.91,13281.14,4203.18,4087.02,0,22,0,0
83,2024-03,premium,3738.75,13281.14,3852.28,3686.42,0,23,0,1
83,2024-04,premium,3963.42,13281.14,945.22,931.17,0,24,0,1
83,2024-05,premium,4074.30,13281.14,1410.45,1410.45,0,25,0,1
83,2024-06,premium,4120.93,13281.14,1263.51,1255.50,0,26,0,0
84,2024-01,varejo,7824.52,43815.83,7147.78,6757.24,0,16,0,0
84,2024-02,varejo,7565.36,43815.83,2511.19,2456.05,0,17,0,0
84,2024-03,varejo,8163.46,43815.83,1731.89,1084.45,21,18,0,0
84,2024-04,varejo,7812.20,43815.83,3381.73,2657.35,10,19,0,0
84,2024-05,varejo,7465.14,43815.83,4695.94,4553.61,0,20,0,0
84,2024-06,varejo,7409.21,43815.83,5548.30,4101.47,15,21,0,0
85,2024-01,varejo,6415.83,25282.18,6986.08,6860.15,0,19,0,0
85,2024-02,varejo,6170.55,25282.18,4594.95,4457.13,0,20,0,0
85,2024-03,varejo,6450.40,25282.18,4594.45,4534.18,0,21,0,0
85,2024-04,varejo,6225.66,25282.18,1428.41,1395.44,0,22,0,0
85,2024-05,varejo,6145.00,25282.18,1490.34,1165.72,10,23,0,0
85,2024-06,varejo,5330.81,25282.18,4483.50,4077.75,0,24,0,0
86,2024-01,varejo,6174.94,30279.71,1667.84,1667.84,0,12,0,0
86,2024-02,varejo,5730.00,30279.71,4867.17,4857.60,0,13,0,0
86,2024-03,varejo,5993.18,30279.71,5548.55,5393.57,0,14,0,1
86,2024-04,varejo,6145.71,30279.71,4696.62,4657.10,0,15,0,1
86,2024-05,varejo,6098.55,30279.71,5092.53,4909.49,0,16,0,1
86,2024-06,varejo,6439.87,30279.71,3174.69,2618.80,17,17,0,0
87,2024-01,varejo,5221.29,23023.32,3339.40,1610.40,22,5,1,1
87,2024-02,varejo,5232.87,23023.32,3421.90,3370.58,0,6,0,1
87,2024-03,varejo,5150.81,23023.32,1127.81,871.70,16,7,0,1
87,2024-04,varejo,5351.77,23023.32,5697.50,5490.66,0,8,0,0
87,2024-05,varejo,5458.61,23023.32,2355.57,1946.13,6,9,0,0
87,2024-06,varejo,5381.66,23023.32,2417.69,2417.69,0,10,0,0
88,2024-01,varejo,12109.78,59096.01,3244.01,3094.22,0,56,0,0
88,2024-02,varejo,12900.33,59096.01,8041.30,5807.47,10,57,0,0
88,2024-03,varejo,12859.57,59096.01,5578.33,3786.74,26,58,0,0
88,2024-04,varejo,13784.09,59096.01,11326.99,10698.16,0,59,0,0
88,2024-05,varejo,12609.68,59096.01,10787.83,10581.18,0,60,0,0
88,2024-06,varejo,12638.61,59096.01,8115.62,5051.15,19,61,0,0
89,2024-01,varejo,3459.04,11543.16,3550.42,2198.13,15,7,0,1
89,2024-02,varejo,3814.94,11543.16,3979.07,3951.83,0,8,0,1
89,2024-03,varejo,3647.03,11543.16,1635.04,1635.04,0,9,0,1
89,2024-04,varejo,3567.65,11543.16,3758.68,3758.68,0,10,0,0
89,2024-05,varejo,3526.56,11543.16,2226.61,2226.61,0,11,0,0
89,2024-06,varejo,3714.22,11543.16,1064.44,1016.28,0,12,0,0
90,2024-01,varejo,1456.82,4356.09,1245.69,1238.81,0,53,0,0
90,2024-02,varejo,1442.16,4356.09,1165.34,1148.24,0,54,0,0
90,2024-03,varejo,1469.92,4356.09,1409.68,1366.17,0,55,0,0
90,2024-04,varejo,1466.68,4356.09,1377.28,1152.06,15,56,0,0
90,2024-05,varejo,1556.99,4356.09,841.85,826.31,0,57,0,0
90,2024-06,varejo,1454.48,4356.09,793.39,793.39,0,58,0,0
91,2024-01,varejo,9355.89,29350.21,8508.67,8453.85,0,3,0,0
91,2024-02,varejo,8842.40,29350.21,3811.43,2979.25,14,4,0,0
91,2024-03,varejo,9079.36,29350.21,4414.25,3712.95,7,5,0,0
91,2024-04,varejo,8986.79,29350.21,3533.66,2287.93,27,6,0,0
91,2024-05,varejo,8683.31,29350.21,2706.43,2706.43,0,7,0,0
91,2024-06,varejo,8533.49,29350.21,4217.00,4031.69,0,8,0,0
92,2024-01,varejo,3173.68,8341.92,969.40,950.12,0,47,0,1
92,2024-02,varejo,3144.09,8341.92,1245.01,450.32,29,48,1,0
92,2024-03,varejo,3236.04,8341.92,3124.43,2014.90,18,49,0,0
92,2024-04,varejo,3089.57,8341.92,2224.89,2224.89,0,50,0,0
92,2024-05,varejo,3239.71,8341.92,3385.91,2270.56,11,51,0,0
92,2024-06,varejo,3088.31,8341.92,2106.18,1981.69,0,52,0,0
93,2024-01,varejo,4299.40,23207.70,4267.15,4267.15,0,21,0,1
93,2024-02,varejo,4404.06,23207.70,1579.90,1579.90,0,22,0,0
93,2024-03,varejo,4213.85,23207.70,2481.01,1953.39,5,23,0,0
93,2024-04,varejo,4128.91,23207.70,2671.55,2575.09,0,24,0,0
93,2024-05,varejo,4088.46,23207.70,4395.09,4372.98,0,25,0,0
93,2024-06,varejo,4429.75,23207.70,2461.72,1854.18,12,26,0,0
94,2024-01,varejo,7717.20,24120.37,7148.80,7083.49,0,32,0,0
94,2024-02,varejo,7444.49,24120.37,4859.26,4574.11,0,33,0,0
94,2024-03,varejo,7621.46,24120.37,5281.71,5124.65,0,34,0,0
94,2024-04,varejo,7535.20,24120.37,2174.60,2084.07,0,35,0,0
94,2024-05,varejo,7635.64,24120.37,1983.01,1914.60,0,36,0,0
94,2024-06,varejo,7597.96,24120.37,8150.44,5699.48,19,37,0,0
95,2024-01,varejo,1864.55,7622.71,1209.31,1146.72,0,19,0,1
95,2024-02,varejo,1683.01,7622.71,513.89,496.66,0,20,0,0
95,2024-03,varejo,1767.57,7622.71,582.35,550.09,0,21,0,0
95,2024-04,varejo,1784.28,7622.71,1715.81,1331.13,8,22,0,0
95,2024-05,varejo,1769.57,7622.71,1578.80,761.35,22,23,1,0
95,2024-06,varejo,1778.41,7622.71,1718.10,1549.35,0,24,0,0
96,2024-01,varejo,2069.65,11055.60,1859.43,1825.92,0,30,0,1
96,2024-02,varejo,2249.31,11055.60,1689.34,1632.45,0,31,0,0
96,2024-03,varejo,2130.37,11055.60,1019.50,993.20,0,32,0,0
96,2024-04,varejo,2135.24,11055.60,1626.29,1563.25,0,33,0,0
96,2024-05,varejo,2217.14,11055.60,960.27,921.09,0,34,0,0
96,2024-06,varejo,2234.60,11055.60,676.42,649.44,0,35,0,0
97,2024-01,varejo,1789.37,9223.85,1493.33,1070.81,5,28,0,1
97,2024-02,varejo,1767.57,9223.85,1714.14,1063.42,19,29,0,1
97,2024-03,varejo,1893.90,9223.85,617.39,583.55,0,30,0,0
97,2024-04,varejo,1796.83,9223.85,474.58,362.72,12,31,0,0
97,2024-05,varejo,1857.13,9223.85,1261.58,1231.84,0,32,0,0
97,2024-06,varejo,1836.24,9223.85,1561.24,1252.97,7,33,0,0
98,2024-01,varejo,2585.83,10093.86,1532.53,993.67,11,33,0,1
98,2024-02,varejo,2538.15,10093.86,1959.71,1857.04,0,34,0,0
98,2024-03,varejo,2769.08,10093.86,1813.06,1153.57,22,35,0,0
98,2024-04,varejo,2733.55,10093.86,2153.87,2094.47,0,36,0,0
98,2024-05,varejo,2697.44,10093.86,2371.92,2371.92,0,37,0,0
98,2024-06,varejo,2702.44,10093.86,1247.42,1223.61,0,38,0,0
99,2024-01,varejo,4946.89,19460.33,4101.53,2463.85,25,25,0,1
99,2024-02,varejo,5040.66,19460.33,4915.55,4915.55,0,26,0,0
99,2024-03,varejo,4857.73,19460.33,4828.13,4595.10,0,27,0,0
99,2024-04,varejo,5224.23,19460.33,4774.14,3889.95,9,28,0,0
99,2024-05,varejo,5031.76,19460.33,2133.38,2133.38,0,29,0,0
99,2024-06,varejo,4758.38,19460.33,4284.21,4165.98,0,30,0,0
100,2024-01,premium,5380.75,31081.39,3235.84,3153.53,0,33,0,0
100,2024-02,premium,5329.12,31081.39,2956.89,2808.84,0,34,0,0
100,2024-03,premium,5149.50,31081.39,2089.89,1225.08,5,35,1,1
100,2024-04,premium,5230.56,31081.39,2506.83,2436.96,0,36,0,1
100,2024-05,premium,5057.54,31081.39,3973.85,2434.73,30,37,0,1
100,2024-06,premium,5419.97,31081.39,1567.96,1536.21,0,38,0,0
101,2024-01,premium,4530.04,21577.50,916.41,901.63,0,50,0,0
101,2024-02,premium,4629.10,21577.50,1149.73,1084.12,0,51,0,0
101,2024-03,premium,4685.22,21577.50,1025.85,951.81,0,52,0,0
101,2024-04,premium,4472.31,21577.50,2008.54,2008.54,0,53,0,0
101,2024-05,premium,4683.76,21577.50,3889.56,3684.03,0,54,0,0
101,2024-06,premium,4586.59,21577.50,2667.55,2118.05,28,55,0,0
102,2024-01,varejo,2018.59,10378.82,1843.71,986.47,26,27,1,1
102,2024-02,varejo,1998.19,10378.82,1905.68,1905.68,0,28,0,1
102,2024-03,varejo,2018.28,10378.82,854.85,777.59,0,29,0,1
102,2024-04,varejo,1956.50,10378.82,1108.92,1078.95,0,30,0,0
102,2024-05,varejo,1954.86,10378.82,1376.74,1376.74,0,31,0,0
102,2024-06,varejo,1805.88,10378.82,965.63,677.00,13,32,0,0
103,2024-01,varejo,1243.03,7069.80,1097.93,1097.93,0,23,0,1
103,2024-02,varejo,1221.94,7069.80,598.38,409.24,16,24,0,0
103,2024-03,varejo,1282.30,7069.80,273.72,267.08,0,25,0,0
103,2024-04,varejo,1246.34,7069.80,491.91,339.98,11,26,0,0
103,2024-05,varejo,1240.35,7069.80,636.95,628.47,0,27,0,0
103,2024-06,varejo,1287.38,7069.80,623.00,609.40,0,28,0,0
104,2024-01,premium,4118.08,21169.00,3193.17,3024.96,0,10,0,0
104,2024-02,premium,4285.16,21169.00,1508.52,1493.69,0,11,0,1
104,2024-03,premium,4066.05,21169.00,2525.15,2525.15,0,12,0,1
104,2024-04,premium,4178.35,21169.00,1478.33,1405.95,0,13,0,1
104,2024-05,premium,3905.39,21169.00,4129.70,4020.40,0,14,0,0
104,2024-06,premium,4242.34,21169.00,4153.27,4018.08,0,15,0,0
105,2024-01,premium,3236.42,8659.23,2518.78,2419.86,0,23,0,1
105,2024-02,premium,3146.46,8659.23,980.46,980.46,0,24,0,1
105,2024-03,premium,3056.51,8659.23,3155.77,2989.73,0,25,0,0
105,2024-04,premium,3132.05,8659.23,1723.64,1636.60,0,26,0,0
105,2024-05,premium,3159.38,8659.23,3365.43,3219.16,0,27,0,0
105,2024-06,premium,3065.49,8659.23,2139.33,2058.99,0,28,0,0
106,2024-01,varejo,4821.95,21383.00,4619.32,4513.01,0,10,0,0
106,2024-02,varejo,4982.87,21383.00,4932.40,4631.26,0,11,0,0
106,2024-03,varejo,5255.29,21383.00,3550.76,3440.42,0,12,0,0
106,2024-04,varejo,5137.94,21383.00,2297.56,2297.56,0,13,0,0
106,2024-05,varejo,5266.37,21383.00,3427.23,2214.62,20,14,0,0
106,2024-06,varejo,5299.86,21383.00,4127.68,3949.76,0,15,0,0
107,2024-01,varejo,5665.66,13679.41,3296.15,3120.93,0,13,0,0
107,2024-02,varejo,5381.46,13679.41,1489.15,1462.28,0,14,0,0
107,2024-03,varejo,6009.24,13679.41,3899.84,2627.25,23,15,0,0
107,2024-04,varejo,5604.70,13679.41,2541.64,2408.86,0,16,0,0
107,2024-05,varejo,5724.01,13679.41,3519.73,3519.73,0,17,0,0
107,2024-06,varejo,5862.35,13679.41,3980.13,3925.08,0,18,0,0
108,2024-01,varejo,4404.62,19766.91,4834.75,3538.72,26,57,0,1
108,2024-02,varejo,4184.63,19766.91,4140.14,4140.14,0,58,0,1
108,2024-03,varejo,4444.46,19766.91,4546.21,3310.83,16,59,0,1
108,2024-04,varejo,4284.87,19766.91,1533.63,1260.78,8,60,0,0
108,2024-05,varejo,4100.78,19766.91,4034.06,2545.84,18,61,0,0
108,2024-06,varejo,4286.40,19766.91,1442.07,1009.34,14,62,0,0
109,2024-01,varejo,5668.69,34052.43,4343.58,4145.92,0,8,0,0
109,2024-02,varejo,5865.72,34052.43,5109.71,4850.23,0,9,0,0
109,2024-03,varejo,5856.41,34052.43,3419.42,3264.60,0,10,0,1
109,2024-04,varejo,5807.96,34052.43,1209.19,1183.92,0,11,0,1
109,2024-05,varejo,5677.66,34052.43,2668.41,1801.94,29,12,0,1
109,2024-06,varejo,5772.70,34052.43,2216.20,2195.80,0,13,0,0
110,2024-01,premium,4504.06,18171.35,2554.14,2554.14,0,30,0,1
110,2024-02,premium,4580.78,18171.35,1414.43,987.06,29,31,0,1
110,2024-03,premium,4456.05,18171.35,3472.06,3424.41,0,32,0,1
110,2024-04,premium,4677.50,18171.35,4137.94,3985.72,0,33,0,0
110,2024-05,premium,4425.57,18171.35,2362.96,2278.28,0,34,0,0
110,2024-06,premium,4531.04,18171.35,2205.33,1308.08,14,35,1,0
111,2024-01,varejo,5074.59,19457.67,1288.11,1255.56,0,50,0,1
111,2024-02,varejo,4986.36,19457.67,2962.73,2831.74,0,51,0,1
111,2024-03,varejo,5228.68,19457.67,1069.32,1069.32,0,52,0,0
111,2024-04,varejo,5244.70,19457.67,4351.32,4105.94,0,53,0,0
111,2024-05,varejo,5300.95,19457.67,1967.09,1447.73,8,54,0,0
111,2024-06,varejo,5235.96,19457.67,5188.47,5188.47,0,55,0,0
112,2024-01,varejo,2888.19,6027.53,1691.46,1689.39,0,57,0,0
112,2024-02,varejo,2790.81,6027.53,997.89,997.89,0,58,0,0
112,2024-03,varejo,2781.30,6027.53,2905.99,2905.99,0,59,0,0
112,2024-04,varejo,2899.84,6027.53,706.61,691.58,0,60,0,0
112,2024-05,varejo,2723.91,6027.53,2091.66,2039.12,0,61,0,0
112,2024-06,varejo,2844.21,6027.53,870.85,862.44,0,62,0,0
113,2024-01,varejo,3720.32,21350.28,3211.17,1857.44,18,11,1,1
113,2024-02,varejo,3616.93,21350.28,3266.94,3163.23,0,12,0,0
113,2024-03,varejo,3568.52,21350.28,1513.17,1513.17,0,13,0,0
113,2024-04,varejo,3571.89,21350.28,850.06,529.69,21,14,0,0
113,2024-05,varejo,3608.19,21350.28,1952.33,1804.21,7,15,0,0
113,2024-06,varejo,3749.73,21350.28,3455.50,3421.39,0,16,0,0
114,2024-01,varejo,4416.38,10645.56,1817.13,985.97,28,12,1,0
114,2024-02,varejo,4348.89,10645.56,1361.24,932.05,13,13,0,0
114,2024-03,varejo,4446.97,10645.56,3676.86,3485.07,0,14,0,0
114,2024-04,varejo,4548.04,10645.56,1197.84,1197.84,0,15,0,0
114,2024-05,varejo,4511.41,10645.56,3752.23,3681.67,0,16,0,0
114,2024-06,varejo,4373.83,10645.56,3867.98,3780.75,0,17,0,0
115,2024-01,varejo,5870.55,13048.37,1238.35,1233.62,0,24,0,0
115,2024-02,varejo,5859.37,13048.37,4257.15,4257.15,0,25,0,1
115,2024-03,varejo,6036.35,13048.37,3604.45,3582.83,0,26,0,1
115,2024-04,varejo,5791.49,13048.37,4473.31,2854.72,22,27,0,1
115,2024-05,varejo,5973.52,13048.37,5108.28,4941.71,0,28,0,0
115,2024-06,varejo,6129.26,13048.37,3277.39,3068.19,0,29,0,0
116,2024-01,premium,3330.55,9803.88,2191.31,1643.32,20,34,0,0
116,2024-02,premium,3289.40,9803.88,2799.86,2672.39,0,35,0,0
116,2024-03,premium,3266.15,9803.88,1967.25,1891.57,0,36,0,0
116,2024-04,premium,3301.34,9803.88,717.45,687.38,0,37,0,0
116,2024-05,premium,3257.60,9803.88,3420.98,3335.13,0,38,0,0
116,2024-06,premium,3192.84,9803.88,2129.35,2129.35,0,39,0,0
117,2024-01,premium,5120.23,11742.11,2509.59,1698.70,28,57,0,1
117,2024-02,premium,5454.96,11742.11,4456.87,4442.10,0,58,0,0
117,2024-03,premium,4901.51,11742.11,2970.33,2916.02,0,59,0,0
117,2024-04,premium,5222.00,11742.11,2320.01,2241.42,0,60,0,0
117,2024-05,premium,5383.14,11742.11,4018.31,4011.02,0,61,0,0
117,2024-06,premium,4975.81,11742.11,2746.64,2685.99,0,62,0,0
118,2024-01,varejo,3418.82,13379.84,890.70,870.46,0,14,0,1
118,2024-02,varejo,3372.32,13379.84,2959.37,1505.92,28,15,1,1
118,2024-03,varejo,3504.01,13379.84,3239.74,3118.33,0,16,0,0
118,2024-04,varejo,3211.23,13379.84,3206.49,3120.41,0,17,0,0
118,2024-05,varejo,3423.10,13379.84,3139.84,2940.81,0,18,0,0
118,2024-06,varejo,3553.90,13379.84,2775.48,2638.32,0,19,0,0
119,2024-01,varejo,3524.31,15329.47,3247.71,1659.29,25,12,1,1
119,2024-02,varejo,3759.30,15329.47,3946.11,3946.11,0,13,0,0
119,2024-03,varejo,3596.28,15329.47,1449.68,1165.46,13,14,0,0
119,2024-04,varejo,3681.27,15329.47,3072.82,3046.06,0,15,0,0
119,2024-05,varejo,3700.13,15329.47,2074.66,2074.66,0,16,0,0
119,2024-06,varejo,3757.53,15329.47,2158.30,2104.41,0,17,0,0
120,2024-01,varejo,5814.01,19683.78,5119.74,3373.50,15,17,0,0
120,2024-02,varejo,5730.72,19683.78,3018.27,1919.36,15,18,0,0
120,2024-03,varejo,5919.99,19683.78,3800.85,3800.85,0,19,0,0
120,2024-04,varejo,6024.74,19683.78,4961.21,4262.56,11,20,0,0
120,2024-05,varejo,5972.48,19683.78,2131.55,2115.87,0,21,0,0
